time_s,smoke_radius_m,ship_cloud_distance_m,single_smoke_margin_m,fully_covered,t_b_s,t_m_s
4.0525,120.0,38.145224999999996,1.8547750000000036,1,0.0,9.0
4.075,120.0,37.97175,2.02825,1,0.0,9.0
4.0975,120.0,37.798275,2.2017250000000104,1,0.0,9.0
4.12,120.0,37.6248,2.3752000000000066,1,0.0,9.0
4.1425,120.0,37.451325,2.548675000000003,1,0.0,9.0
4.165,120.0,37.27785,2.722149999999999,1,0.0,9.0
4.1875,120.0,37.104375,2.8956249999999955,1,0.0,9.0
4.21,120.0,36.9309,3.0690999999999917,1,0.0,9.0
4.2325,120.0,36.757425,3.242575000000002,1,0.0,9.0
4.255,120.0,36.58395,3.4160499999999985,1,0.0,9.0
4.2775,120.0,36.410475,3.589525000000009,1,0.0,9.0
4.3,120.0,36.237,3.7630000000000052,1,0.0,9.0
4.3225,120.0,36.063525,3.9364750000000015,1,0.0,9.0
4.345,120.0,35.89005,4.109949999999998,1,0.0,9.0
4.3675,120.0,35.716575,4.283424999999994,1,0.0,9.0
4.39,120.0,35.5431,4.45689999999999,1,0.0,9.0
4.4125,120.0,35.369625,4.630375000000001,1,0.0,9.0
4.435,120.0,35.19615,4.803849999999997,1,0.0,9.0
4.4575,120.0,35.02267500000001,4.977324999999993,1,0.0,9.0
4.4799999999999995,120.0,34.8492,5.150800000000004,1,0.0,9.0
4.5024999999999995,120.0,34.67572500000001,5.324275,1,0.0,9.0
4.5249999999999995,120.0,34.502250000000004,5.497749999999996,1,0.0,9.0
4.547499999999999,120.0,34.32877500000001,5.671224999999993,1,0.0,9.0
4.569999999999999,120.0,34.155300000000004,5.844699999999989,1,0.0,9.0
4.592499999999999,120.0,33.98182500000001,6.018174999999985,1,0.0,9.0
4.614999999999999,120.0,33.808350000000004,6.191649999999996,1,0.0,9.0
4.6375,120.0,33.634875,6.365125000000006,1,0.0,9.0
4.66,120.0,33.4614,6.538600000000002,1,0.0,9.0
4.6825,120.0,33.287925,6.712074999999999,1,0.0,9.0
4.705,120.0,33.11445,6.885549999999995,1,0.0,9.0
4.7275,120.0,32.940975,7.059024999999991,1,0.0,9.0
4.75,120.0,32.7675,7.232500000000002,1,0.0,9.0
4.7725,120.0,32.594025,7.405974999999998,1,0.0,9.0
4.795,120.0,32.42055,7.5794500000000085,1,0.0,9.0
4.8175,120.0,32.247075,7.752925000000005,1,0.0,9.0
4.84,120.0,32.0736,7.926400000000001,1,0.0,9.0
4.8625,120.0,31.900125000000003,8.099874999999997,1,0.0,9.0
4.885,120.0,31.726650000000003,8.273349999999994,1,0.0,9.0
4.9075,120.0,31.553175000000003,8.44682499999999,1,0.0,9.0
4.93,120.0,31.379700000000003,8.6203,1,0.0,9.0
4.9525,120.0,31.206225000000003,8.793774999999997,1,0.0,9.0
4.975,120.0,31.032750000000004,8.967249999999993,1,0.0,9.0
4.9975,120.0,30.859275000000004,9.140725000000003,1,0.0,9.0
5.02,120.0,30.685800000000004,9.3142,1,0.0,9.0
5.0424999999999995,120.0,30.512325000000004,9.487674999999996,1,0.0,9.0
5.0649999999999995,120.0,30.338850000000004,9.661149999999992,1,0.0,9.0
5.0874999999999995,120.0,30.165375000000004,9.834624999999988,1,0.0,9.0
5.109999999999999,120.0,29.991900000000005,10.008099999999999,1,0.0,9.0
5.132499999999999,120.0,29.818425000000005,10.181574999999995,1,0.0,9.0
5.154999999999999,120.0,29.644950000000005,10.355049999999991,1,0.0,9.0
5.177499999999999,120.0,29.471475000000005,10.528525000000002,1,0.0,9.0
5.199999999999999,120.0,29.298000000000005,10.701999999999998,1,0.0,9.0
5.2225,120.0,29.124525,10.875474999999994,1,0.0,9.0
5.245,120.0,28.95105,11.048950000000005,1,0.0,9.0
5.2675,120.0,28.777575,11.222425000000001,1,0.0,9.0
5.29,120.0,28.6041,11.395899999999997,1,0.0,9.0
5.3125,120.0,28.430625,11.569375000000008,1,0.0,9.0
5.335,120.0,28.25715,11.742850000000004,1,0.0,9.0
5.3575,120.0,28.083675,11.916325,1,0.0,9.0
5.38,120.0,27.9102,12.089799999999997,1,0.0,9.0
5.4025,120.0,27.736725,12.263274999999993,1,0.0,9.0
5.425,120.0,27.56325,12.436750000000004,1,0.0,9.0
5.4475,120.0,27.389775,12.610225,1,0.0,9.0
5.47,120.0,27.2163,12.783699999999996,1,0.0,9.0
5.4925,120.0,27.042825,12.957175000000007,1,0.0,9.0
5.515,120.0,26.86935,13.130650000000003,1,0.0,9.0
5.5375,120.0,26.695875,13.304124999999999,1,0.0,9.0
5.56,120.0,26.522400000000005,13.477599999999995,1,0.0,9.0
5.5825,120.0,26.348925000000005,13.651074999999992,1,0.0,9.0
5.6049999999999995,120.0,26.175450000000005,13.824549999999988,1,0.0,9.0
5.6274999999999995,120.0,26.001975000000005,13.998024999999998,1,0.0,9.0
5.6499999999999995,120.0,25.828500000000005,14.171499999999995,1,0.0,9.0
5.672499999999999,120.0,25.655025000000006,14.344974999999991,1,0.0,9.0
5.694999999999999,120.0,25.481550000000006,14.518450000000001,1,0.0,9.0
5.717499999999999,120.0,25.308075000000006,14.691924999999998,1,0.0,9.0
5.739999999999999,120.0,25.134600000000006,14.865399999999994,1,0.0,9.0
5.762499999999999,120.0,24.961125000000006,15.03887499999999,1,0.0,9.0
5.785,120.0,24.78765,15.21235,1,0.0,9.0
5.8075,120.0,24.614175,15.385824999999997,1,0.0,9.0
5.83,120.0,24.4407,15.559300000000007,1,0.0,9.0
5.8525,120.0,24.267225,15.732775000000004,1,0.0,9.0
5.875,120.0,24.09375,15.90625,1,0.0,9.0
5.8975,120.0,23.920275,16.079724999999996,1,0.0,9.0
5.92,120.0,23.7468,16.253199999999993,1,0.0,9.0
5.9425,120.0,23.573325,16.426675000000003,1,0.0,9.0
5.965,120.0,23.39985,16.60015,1,0.0,9.0
5.9875,120.0,23.226375,16.773624999999996,1,0.0,9.0
6.01,120.0,23.0529,16.947100000000006,1,0.0,9.0
6.032499999999999,120.0,22.87942500000001,17.120574999999988,1,0.0,9.0
6.055,120.0,22.70595,17.29405,1,0.0,9.0
6.077500000000001,120.0,22.532474999999994,17.46752500000001,1,0.0,9.0
6.1,120.0,22.359,17.64099999999999,1,0.0,9.0
6.1225000000000005,120.0,22.185524999999995,17.814475,1,0.0,9.0
6.145,120.0,22.012050000000002,17.987949999999998,1,0.0,9.0
6.1675,120.0,21.838574999999995,18.16142500000001,1,0.0,9.0
6.1899999999999995,120.0,21.665100000000002,18.334900000000005,1,0.0,9.0
6.2125,120.0,21.491624999999996,18.508375,1,0.0,9.0
6.234999999999999,120.0,21.318150000000003,18.681849999999997,1,0.0,9.0
6.2575,120.0,21.144675,18.855324999999993,1,0.0,9.0
6.279999999999999,120.0,20.971200000000003,19.02879999999999,1,0.0,9.0
6.3025,120.0,20.797725,19.202275,1,0.0,9.0
6.324999999999999,120.0,20.624250000000007,19.375749999999996,1,0.0,9.0
6.3475,120.0,20.450775,19.549225000000007,1,0.0,9.0
6.369999999999999,120.0,20.277300000000007,19.72269999999999,1,0.0,9.0
6.3925,120.0,20.103825,19.896175,1,0.0,9.0
6.414999999999999,120.0,19.930350000000008,20.069649999999996,1,0.0,9.0
6.4375,120.0,19.756875,20.243124999999992,1,0.0,9.0
6.459999999999999,120.0,19.583400000000008,20.41659999999999,1,0.0,9.0
6.4825,120.0,19.409925,20.590075,1,0.0,9.0
6.504999999999999,120.0,19.23645000000001,20.763549999999995,1,0.0,9.0
6.5275,120.0,19.062975,20.937025000000006,1,0.0,9.0
6.549999999999999,120.0,18.88950000000001,21.110499999999988,1,0.0,9.0
6.5725,120.0,18.716025000000002,21.283974999999998,1,0.0,9.0
6.594999999999999,120.0,18.54255000000001,21.457449999999994,1,0.0,9.0
6.6175,120.0,18.369075000000002,21.63092499999999,1,0.0,9.0
6.640000000000001,120.0,18.195599999999995,21.8044,1,0.0,9.0
6.6625,120.0,18.022125000000003,21.977874999999997,1,0.0,9.0
6.6850000000000005,120.0,17.848649999999996,22.151350000000008,1,0.0,9.0
6.7075,120.0,17.675175000000003,22.324825000000004,1,0.0,9.0
