strategy,label_zh,t_m_s,coverage_start_s,coverage_end_s,t_b_min_s,t_b_max_s,representative_t_b_s
front_strategy,前段保护,5.188067444876784,0.0,10.376134889753567,-7.623865110246433,0.0,-3.8119325551232164
middle_strategy,中段均衡,12.083854627567057,6.895787182690273,17.27192207244384,-0.7280779275561606,6.895787182690273,3.083854627567056
rear_strategy,后段保护,18.97964181025733,13.791574365380548,24.167709255134113,6.167709255134113,13.791574365380548,9.97964181025733
