time_s,minimum_squared_cross_section_slack_m2,minimum_global_x_m
-4.37575009,1463.887280249688,-113.7370331939
0.0,8000.0,-80.0
4.06443896,4967.880206890591,64.047912235
11.23842425,4408.640249161477,64.047912235
16.23842425,7527.992307397613,45.198250967500016
16.614244418936448,8000.0,48.09582447
20.98529253064107,1472.1324133515536,241.79660541124264
